concept,x1,x2,x3,x4,x5,x6,x7,x8,x9
true,13,24,28,34,1,17,10,20,5
true,20,31,17,27,4,11,23,1,7
true,26,1,22,13,8,16,4,30,35
true,22,30,1,4,12,15,19,26,34
true,29,11,24,15,21,32,7,1,4
true,8,5,22,11,35,30,19,27,14
true,17,24,6,9,12,33,2,30,20
true,10,23,30,13,33,4,20,36,1
true,17,36,32,1,12,9,5,23,26
true,7,36,26,4,1,32,14,19,29
true,35,4,7,1,18,32,23,14,11
true,10,35,13,21,4,30,1,26,18
true,30,26,20,17,6,10,23,36,13
true,18,24,1,6,36,21,10,13,28
true,33,7,4,10,30,13,25,1,18
true,2,18,6,36,10,25,29,15,21
true,11,15,8,21,25,18,4,31,1
true,35,4,28,1,8,24,13,32,18
true,35,7,11,32,4,29,19,25,14
true,5,33,2,27,30,11,23,16,8
true,23,20,1,4,33,36,17,9,14
true,32,22,7,17,29,12,36,2,25
true,35,32,6,15,1,26,20,9,29
true,28,31,11,14,36,2,22,8,17
true,31,13,35,18,4,1,27,24,21
true,21,31,2,36,10,6,24,16,13
true,31,1,8,36,18,28,22,13,4
true,20,7,11,4,29,17,26,35,32
true,7,14,36,32,18,22,2,25,29
true,13,36,22,9,16,26,4,1,33
true,30,22,1,8,19,26,11,34,4
true,10,17,13,2,36,20,27,23,31
true,20,35,4,32,24,28,14,1,9
true,11,4,16,36,1,20,33,7,23
true,24,5,31,17,11,28,2,21,34
true,1,20,35,31,5,26,8,16,12
true,12,20,24,5,29,32,8,17,35
true,35,32,7,11,29,24,21,3,15
true,20,9,1,24,31,28,6,16,35
true,23,12,32,1,35,15,8,18,29
true,30,1,7,4,20,33,13,26,16
true,1,35,4,27,9,23,19,14,30
true,1,14,19,35,32,4,28,25,22
true,5,2,18,27,8,30,33,24,13
true,5,11,35,14,8,29,26,20,1
true,1,11,4,20,8,17,35,14,25
true,20,16,9,36,23,32,12,3,28
true,18,3,36,7,15,22,10,28,33
true,28,36,9,17,12,24,32,21,6
true,25,1,8,22,30,19,15,4,33
true,26,19,16,5,22,31,12,35,2
true,8,16,22,34,28,5,13,31,2
true,34,19,5,30,22,2,26,8,11
true,28,4,18,9,31,21,1,36,15
true,13,25,22,32,9,17,35,28,6
true,2,30,26,10,5,14,18,34,23
true,22,3,16,28,35,31,13,6,9
true,36,21,5,27,16,32,11,1,8
true,12,19,23,8,36,29,15,5,33
true,1,27,13,4,32,9,24,35,20
true,21,2,32,27,7,18,35,15,11
true,1,31,20,27,9,24,17,12,6
true,36,15,19,5,27,2,33,30,10
true,5,26,29,32,9,20,23,1,36
true,25,13,22,1,19,4,16,32,10
true,16,13,24,20,9,5,28,35,32
true,28,6,36,10,16,19,1,22,31
true,18,31,24,28,34,9,14,3,6
true,31,9,22,6,25,12,19,28,15
true,18,13,10,25,2,21,31,28,34
true,12,30,19,23,6,26,33,9,3
true,8,1,22,16,12,36,25,28,31
true,10,36,15,2,31,7,19,22,28
true,30,12,27,8,36,15,33,5,22
true,34,30,18,5,15,27,23,11,1
true,9,12,2,36,28,15,31,25,18
true,6,24,2,21,9,29,33,36,13
true,24,6,27,16,31,12,34,19,1
true,9,6,31,36,17,26,12,3,21
true,16,3,8,36,24,31,28,21,13
true,2,32,8,26,35,29,21,12,16
true,29,1,25,14,34,17,6,10,21
true,12,31,35,2,27,24,5,21,15
true,36,4,11,20,7,1,32,17,27
true,35,11,17,30,5,22,1,8,27
true,12,19,26,29,34,7,1,4,23
true,27,34,21,24,10,18,3,7,30
true,1,25,4,13,17,21,8,29,36
true,30,36,19,33,22,11,3,25,8
true,29,6,32,15,26,12,36,2,19
true,24,20,17,1,12,4,7,27,33
true,36,12,19,29,22,16,9,5,33
true,24,32,10,27,5,20,16,1,36
true,3,10,32,19,6,14,23,28,36
true,30,8,5,17,36,33,1,12,22
true,2,33,13,28,36,5,18,23,10
true,1,29,22,11,26,36,15,4,18
true,2,30,34,23,27,10,5,18,13
true,25,32,7,4,14,28,22,1,11
true,12,28,6,32,35,9,15,18,1
false,7,35,26,4,31,35,5,5,9
false,29,22,9,33,19,3,4,23,25
false,35,14,20,11,4,33,17,22,9
false,26,22,26,24,10,11,8,5,16
false,33,2,18,6,29,17,19,13,27
false,1,12,4,8,12,20,26,10,11
false,6,14,27,5,10,31,14,8,33
false,34,9,21,1,23,21,25,33,10
false,29,18,17,3,21,20,31,18,11
false,5,33,30,36,7,2,2,31,35
false,4,31,15,4,8,2,4,12,24
false,8,6,21,18,36,4,19,9,25
false,13,14,7,32,34,32,34,3,17
false,11,23,2,4,27,12,28,26,35
false,26,15,7,29,33,18,1,7,33
false,8,22,22,11,18,9,30,13,17
false,33,10,21,3,14,17,21,25,26
false,12,25,11,36,33,33,35,9,2
false,33,6,3,20,17,15,8,17,33
false,13,1,11,9,33,30,18,4,16
false,33,9,26,23,4,8,7,28,10
false,20,4,12,35,17,10,14,21,2
false,24,25,10,12,35,16,32,18,13
false,6,7,2,16,30,13,15,24,14
false,17,31,16,8,15,17,2,7,20
false,13,26,7,24,22,26,27,25,12
false,12,33,3,28,8,31,27,10,23
false,9,25,22,19,22,2,25,26,29
false,35,16,14,30,4,7,9,13,12
false,4,3,18,13,32,24,36,27,14
false,13,14,33,21,6,29,24,8,16
false,26,30,25,21,7,33,28,34,36
false,1,10,19,36,1,21,24,23,25
false,31,32,24,2,20,7,1,10,22
false,15,29,19,34,21,31,28,6,18
false,17,6,14,5,31,11,26,7,5
